	sentiment	content 
8211	hate	Not a bad back 43. Piss poor front tho. 90 still unbroken
8212	enthusiasm	@mikeneumann  You just want to go?? I know the feeling...  I'm ready to head back to the mountains, I won't go back till July
8213	sadness	When i say &quot;we close at 6&quot;, it does not mean &quot;come in at 6&quot;. Ffs people. Also RIP Polly
8214	worry	@BarryAlistair I must of brought the bad weather with me to the states
8215	enthusiasm	@sarahbellum Your not alone
8218	surprise	Awww NOOO, not my Venus        Will redemption come in doubles?
8219	enthusiasm	my mouth is sore  I have to wear these stupid retainers so my teeth don't go crooked!...in other news, I got a new swimsuit for laps!
8220	happiness	Burnt Agenn  Nice Day Tho  xxx
8221	fun	I just vacuumed my entire house three times. Screw all vacuums!!
8222	neutral	@heresMonique hey u, no not yet  soon maybe tomorrow!
8223	happiness	@caltort i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!
8224	sadness	@amychiu fuck was that the blink/weezer one? I totally forgot.
8225	neutral	@nebgen I am lost. Please help me find a good home.
8226	worry	The ball on my BB is not working.  I can read any text messages....holla but don't text me
8228	hate	ï¿½anisalovesu me too. I am so so upset,especially because i fear i won't get a Jared hug tomorrow
8230	worry	Ok why am I still in the airport and my flightwas @ 1:47pm I haven't even boarded  http://myloc.me/1ZPI
8232	worry	@Hellolizzay I work tomorrow
8233	sadness	@msdivineknight wish i could  want to stay and play with u guys and enjoy a block party for once
8234	sadness	@yelyahwilliams alright. i REALLY wish you guys could've done a show in tennessee  because now, i can't go to one of your shows :'(
8235	worry	I need food. It took an hour to get to work this morning. Leaving me no time to get my morning coffee and bagel
8236	sadness	@jovenatheart you never follow me I sad  LOL
8237	relief	@thehoodnerd    Ive been dying for those!! They just so expensive in little sizes.
8238	worry	Jonas and Demi, I miss you  / NIIICK, in my soul, ASASGDYGYASDGY ?
8241	relief	work all day
8243	sadness	@siiyu she could have been a lost dog  poor girl
8244	sadness	@MrSucre lmao i sure did!!! no luck though
8247	worry	@induce1 Panchito's burfday party tonight... wish you were here kiddo!
8248	worry	Its already been a crazy morning and its ONLY 1030
8250	worry	y must i hve graduation practice...all im gonna is walk
8252	neutral	@skie I'd have responded, if I were going
8253	sadness	The girl across the hall says her cat got out when the landlord was showing her apt.  so heartbreaking
8254	worry	watching Gilmore Girls reruns!! Don't know what else to do for the day
8255	sadness	Feeling bad for my little sister. Put a lot of money into her Saab, took full coverage off it last week, and totalled it yesterday
8256	surprise	is at the beach watching Xmen Origins and drinking orange juice with no pulp
8257	worry	@azroth Unfortunately, I didn't do it on purpose - itunes shuffle did it. It followed up with Dreadzone, so no life-ruin music-trauma.
8259	sadness	Oh no! Poor bears  i just had a nightmare i wrestled a huge snake and won
8260	worry	@mnemosynekurai haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess
8261	worry	Epsilon Greater than Zero misses her Mommy.  http://apps.facebook.com/catbook/profile/view/5626035
8263	happiness	@Sopphue i foot think it will let you since it.s international  but we have twitter haha
8265	worry	@wendyandlisa unfortunately, I will miss Girl Bros. Radio tonight. Will be in the midst of an all night writing session
8266	neutral	At the DMV
8267	hate	@orbitaldiamonds That drives me nuts.
8268	neutral	I hate it when I forget to actually turn on the dryer
8269	worry	Work is ded  out tonite tho eeeeeee
8270	hate	Shit. My friend's in such a state and I don't know how to help him. Nothing I say seems to be helping and I wish I knew what to say
8271	sadness	i want my ben and jerrys now lol, TWEET PEOPLE im bored
8273	surprise	@jury323 ommg gurll why aren't u going how sad
8274	worry	@lram2 What!?!?! I can't believe I had to find out this way...don't you ppl contact family first??!!? I'm so sad!  Who was it?!?1
8275	sadness	not feelin 2day
8276	worry	@thewhitemage It does it sometimes - it should come back ;) And the car thing sucks - I feel all anxious and yucky now
8277	love	@jroberson4 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!
8278	worry	Is anyone there?  Please say hello - I'm feeling lonely
8280	sadness	@SeviDesigns It'll be delivered next Friday.  That is a looonnnng way away with 5 people! Guess I'll do laundry next week at mil's.
8282	worry	Watching hollyoaks - hoping Justin isn't the one to die.
8283	sadness	@audreyallure - I'm really thinking about staying till tomorrow .. I have to be back in Philly 2nite, but I wanna stay so bad.
8284	worry	maths seriously hate me.
8285	neutral	@statisticsio No! Why?
8286	neutral	@katiejonesy it does but that game doesn't.
8287	neutral	Aw. Toy Story 3 is coming out NEXT year.
8288	sadness	feeling rather peckish...no dinner for at least 2 hours  wah
8289	worry	i cut my hand open!!!
8290	happiness	@shelleymcarthur I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I'll keep u posted!
8291	worry	@b33f4l0 @KevinDoyle Ha!  I dunno about standing anything up.  Very very rough today.  It hurts to talk.
8292	neutral	South of the Border! And officially out of South Carolina until January
8293	worry	I'm just to far from where you are, I wanna go home...
8295	fun	Molly keeps punching me cuz she sees yellow cars. I'm gonna be covered in bruises. I don't like this game
8296	worry	has a headache from the the heat.
8297	sadness	On my way to lake geneva and I miss my laura
8298	happiness	going out tonight, FINALLY. i wanty lie in the park but... cinema bound it looks
8299	neutral	time for work
8300	happiness	@MorganMartinez My dream was about hanging out with all my friends. It was good until I woke up and they weren't there.
8301	worry	Is going to have one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn't make it
8303	surprise	@crystaaale dude, that's eff'ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly
8304	sadness	@CCNKAddict I know... it just falls right at 1pm my time, like right in the middle of the day
8306	sadness	@wimnms well i miss her i think she would really like it  re:trina
8307	sadness	@ChrisEfs i tryed that the other day but they werent giving up what they were using!
8308	surprise	@awaisnaseer I mailed @badar76 for some help, you got reply right now from him, I didn't get, which should probly mean I won't get it
8309	worry	Off to the shelters around me to look for her.  I hope she is okay, so afraid that she is going to get hit by a car. Can't stop crying
8310	sadness	Nothing like waking up slow in the morning. Docs appt today.
8311	worry	Where can I get nice food for Mam down the Bay that a) is likely to have room for 3 tonight and b) isn't the mingin' burger kitchen
8312	neutral	my teeshirt is faaar too small for me but i like it too much to stop wearing it
8313	love	@Irish_Jean awessomee! cut my hurrr i give massage? orr alkie? or foodtour? yeaaah! &amp;i'll pray for ur cousin
8315	sadness	It went really well! But the vid didnt work.  im sad
8316	surprise	@jerwjr Yes.  Me too. I can't understand why they have to do that. I mean, I know it's all about Hollywood, but this thing is called love.
8317	sadness	missed my friggin hair appt!!!
8319	love	Goood Dayy  Beeen shopping, didn't get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x
8320	worry	@orbitaldiamonds I want all the soldiers to come home so we don't have to hear about anymore being killed.
8321	boredom	@shaveblog Problem is, Flash isnt GPU accelerated.  The Atom 330 can't play Youtube HD or Hulu HD fullscreen   Big deal with Plex...
8322	sadness	hillsong tom. night, and dad's birthday! i wish i could see him on his bday though.
8323	surprise	@LadyLogan awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye
8327	happiness	Just got back from the doctor... I don't need surgery yayyy!!!!!! But my knees are still fucked  not gonna get better
8328	sadness	@meiko911   didn't have time this morning to go all the way across town to take a pic (SO SAD)
8329	worry	@OSCalendar @MetromixOrlando Either way, that's unfortunate to hear  Thanks you both for the head's up.
8330	worry	I don't do very good at funerals. Crying is way 2 contagious for me
8331	neutral	@nick_carter The video is set to private
8333	worry	am little bit upset   ppl is jerk-
8334	worry	Pretty sure I'm sat on the wrong train going the wrong way... Bah!
8335	sadness	@marisatangorra it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc
8336	sadness	. @wickedblueglow he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed
8337	neutral	I don't get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,
8338	worry	@edwardsheroin *taps shoulder* forgotten
8339	worry	is stuck inside when its so nice outside
8340	sadness	@tojoha1 sucks that i had to delete it
8341	empty	FML i just spilled my entire can of diet coke IN MY LAP. yay
8342	worry	honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can't believe I just spent 10 minutes finding auto correct options
8343	happiness	just done planting the garden...hope sun will shine soon!
8344	worry	Is feeling sick, probably a summer flu
8346	hate	Ughh. That Miley creature song has infested itself in my brain!
8347	surprise	where did the rain go??
8348	empty	Wanting to leave work early today but stuff keeps accumulating.  this Friday is so a Monday in disguise. lol
8349	neutral	@justinderekrich Good morning nyc! If I weren't broke, I would have landed there yesterday afternoon.
8350	neutral	@heartintherain yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO
8351	sadness	I hate taking lily to the doc to get shots. It makes me super sad
8352	worry	Oh dear. Sunburned back
8353	worry	@iamdiddy yeah I need a hug...cuz I am sick..
